image_1,image_2,distance
/content/drive/My Drive/CATegories/stimuli/sets/open_source_images/final_images/resized_white/yorkshireterrier_600x600.jpg,/content/drive/My Drive/CATegories/stimuli/sets/open_source_images/final_images/resized_white/vulture_600x600.jpg,0.741
/content/drive/My Drive/CATegories/stimuli/sets/open_source_images/final_images/resized_white/yorkshireterrier_600x600.jpg,/content/drive/My Drive/CATegories/stimuli/sets/open_source_images/final_images/resized_white/turkey_600x600.jpg,0.755
/content/drive/My Drive/CATegories/stimuli/sets/open_source_images/final_images/resized_white/yorkshireterrier_600x600.jpg,/content/drive/My Drive/CATegories/stimuli/sets/open_source_images/final_images/resized_white/toucan_600x600.jpg,0.799
/content/drive/My Drive/CATegories/stimuli/sets/open_source_images/final_images/resized_white/yorkshireterrier_600x600.jpg,/content/drive/My Drive/CATegories/stimuli/sets/open_source_images/final_images/resized_white/siberian_600x600.jpg,0.593
/content/drive/My Drive/CATegories/stimuli/sets/open_source_images/final_images/resized_white/yorkshireterrier_600x600.jpg,/content/drive/My Drive/CATegories/stimuli/sets/open_source_images/final_images/resized_white/sturgeon_600x600.jpg,0.729
/content/drive/My Drive/CATegories/stimuli/sets/open_source_images/final_images/resized_white/yorkshireterrier_600x600.jpg,/content/drive/My Drive/CATegories/stimuli/sets/open_source_images/final_images/resized_white/toyger_600x600.jpg,0.544
/content/drive/My Drive/CATegories/stimuli/sets/open_source_images/final_images/resized_white/yorkshireterrier_600x600.jpg,/content/drive/My Drive/CATegories/stimuli/sets/open_source_images/final_images/resized_white/stingray_600x600.jpg,0.769
/content/drive/My Drive/CATegories/stimuli/sets/open_source_images/final_images/resized_white/yorkshireterrier_600x600.jpg,/content/drive/My Drive/CATegories/stimuli/sets/open_source_images/final_images/resized_white/siamese_600x600.jpg,0.781
/content/drive/My Drive/CATegories/stimuli/sets/open_source_images/final_images/resized_white/yorkshireterrier_600x600.jpg,/content/drive/My Drive/CATegories/stimuli/sets/open_source_images/final_images/resized_white/tabby_600x600.jpg,0.544
/content/drive/My Drive/CATegories/stimuli/sets/open_source_images/final_images/resized_white/yorkshireterrier_600x600.jpg,/content/drive/My Drive/CATegories/stimuli/sets/open_source_images/final_images/resized_white/sparrow_600x600.jpg,0.754
/content/drive/My Drive/CATegories/stimuli/sets/open_source_images/final_images/resized_white/yorkshireterrier_600x600.jpg,/content/drive/My Drive/CATegories/stimuli/sets/open_source_images/final_images/resized_white/sphynx_600x600.jpg,0.652
/content/drive/My Drive/CATegories/stimuli/sets/open_source_images/final_images/resized_white/yorkshireterrier_600x600.jpg,/content/drive/My Drive/CATegories/stimuli/sets/open_source_images/final_images/resized_white/shorthair_calico_600x600.jpg,0.661
/content/drive/My Drive/CATegories/stimuli/sets/open_source_images/final_images/resized_white/yorkshireterrier_600x600.jpg,/content/drive/My Drive/CATegories/stimuli/sets/open_source_images/final_images/resized_white/sheepdog_600x600.jpg,0.583
/content/drive/My Drive/CATegories/stimuli/sets/open_source_images/final_images/resized_white/yorkshireterrier_600x600.jpg,/content/drive/My Drive/CATegories/stimuli/sets/open_source_images/final_images/resized_white/sergeantmajor_600x600.jpg,0.853
/content/drive/My Drive/CATegories/stimuli/sets/open_source_images/final_images/resized_white/yorkshireterrier_600x600.jpg,/content/drive/My Drive/CATegories/stimuli/sets/open_source_images/final_images/resized_white/puffin_600x600.jpg,0.772
/content/drive/My Drive/CATegories/stimuli/sets/open_source_images/final_images/resized_white/yorkshireterrier_600x600.jpg,/content/drive/My Drive/CATegories/stimuli/sets/open_source_images/final_images/resized_white/seahorse_600x600.jpg,0.779
/content/drive/My Drive/CATegories/stimuli/sets/open_source_images/final_images/resized_white/yorkshireterrier_600x600.jpg,/content/drive/My Drive/CATegories/stimuli/sets/open_source_images/final_images/resized_white/sandcat_600x600.jpg,0.54
/content/drive/My Drive/CATegories/stimuli/sets/open_source_images/final_images/resized_white/yorkshireterrier_600x600.jpg,/content/drive/My Drive/CATegories/stimuli/sets/open_source_images/final_images/resized_white/seagull_600x600.jpg,0.776
/content/drive/My Drive/CATegories/stimuli/sets/open_source_images/final_images/resized_white/yorkshireterrier_600x600.jpg,/content/drive/My Drive/CATegories/stimuli/sets/open_source_images/final_images/resized_white/salmon_600x600.jpg,0.806
/content/drive/My Drive/CATegories/stimuli/sets/open_source_images/final_images/resized_white/yorkshireterrier_600x600.jpg,/content/drive/My Drive/CATegories/stimuli/sets/open_source_images/final_images/resized_white/saintbernard_600x600.jpg,0.67
/content/drive/My Drive/CATegories/stimuli/sets/open_source_images/final_images/resized_white/yorkshireterrier_600x600.jpg,/content/drive/My Drive/CATegories/stimuli/sets/open_source_images/final_images/resized_white/pufferfish_600x600.jpg,0.735
/content/drive/My Drive/CATegories/stimuli/sets/open_source_images/final_images/resized_white/yorkshireterrier_600x600.jpg,/content/drive/My Drive/CATegories/stimuli/sets/open_source_images/final_images/resized_white/rottweiler_600x600.jpg,0.605
/content/drive/My Drive/CATegories/stimuli/sets/open_source_images/final_images/resized_white/yorkshireterrier_600x600.jpg,/content/drive/My Drive/CATegories/stimuli/sets/open_source_images/final_images/resized_white/robin_600x600.jpg,0.728
/content/drive/My Drive/CATegories/stimuli/sets/open_source_images/final_images/resized_white/yorkshireterrier_600x600.jpg,/content/drive/My Drive/CATegories/stimuli/sets/open_source_images/final_images/resized_white/pug_600x600.jpg,0.649
/content/drive/My Drive/CATegories/stimuli/sets/open_source_images/final_images/resized_white/yorkshireterrier_600x600.jpg,/content/drive/My Drive/CATegories/stimuli/sets/open_source_images/final_images/resized_white/pigeon_600x600.jpg,0.764
/content/drive/My Drive/CATegories/stimuli/sets/open_source_images/final_images/resized_white/yorkshireterrier_600x600.jpg,/content/drive/My Drive/CATegories/stimuli/sets/open_source_images/final_images/resized_white/pelican_600x600.jpg,0.728
/content/drive/My Drive/CATegories/stimuli/sets/open_source_images/final_images/resized_white/yorkshireterrier_600x600.jpg,/content/drive/My Drive/CATegories/stimuli/sets/open_source_images/final_images/resized_white/husky_600x600.jpg,0.602
/content/drive/My Drive/CATegories/stimuli/sets/open_source_images/final_images/resized_white/yorkshireterrier_600x600.jpg,/content/drive/My Drive/CATegories/stimuli/sets/open_source_images/final_images/resized_white/peacock_600x600.jpg,0.858
/content/drive/My Drive/CATegories/stimuli/sets/open_source_images/final_images/resized_white/yorkshireterrier_600x600.jpg,/content/drive/My Drive/CATegories/stimuli/sets/open_source_images/final_images/resized_white/parrot_600x600.jpg,0.813
/content/drive/My Drive/CATegories/stimuli/sets/open_source_images/final_images/resized_white/yorkshireterrier_600x600.jpg,/content/drive/My Drive/CATegories/stimuli/sets/open_source_images/final_images/resized_white/heron_600x600.jpg,0.816
/content/drive/My Drive/CATegories/stimuli/sets/open_source_images/final_images/resized_white/yorkshireterrier_600x600.jpg,/content/drive/My Drive/CATegories/stimuli/sets/open_source_images/final_images/resized_white/owl_600x600.jpg,0.668
/content/drive/My Drive/CATegories/stimuli/sets/open_source_images/final_images/resized_white/yorkshireterrier_600x600.jpg,/content/drive/My Drive/CATegories/stimuli/sets/open_source_images/final_images/resized_white/greyhound_600x600.jpg,0.833
/content/drive/My Drive/CATegories/stimuli/sets/open_source_images/final_images/resized_white/yorkshireterrier_600x600.jpg,/content/drive/My Drive/CATegories/stimuli/sets/open_source_images/final_images/resized_white/oriental_600x600.jpg,0.659
/content/drive/My Drive/CATegories/stimuli/sets/open_source_images/final_images/resized_white/yorkshireterrier_600x600.jpg,/content/drive/My Drive/CATegories/stimuli/sets/open_source_images/final_images/resized_white/lionfish_600x600.jpg,0.646
/content/drive/My Drive/CATegories/stimuli/sets/open_source_images/final_images/resized_white/yorkshireterrier_600x600.jpg,/content/drive/My Drive/CATegories/stimuli/sets/open_source_images/final_images/resized_white/goldfish_600x600.jpg,0.775
/content/drive/My Drive/CATegories/stimuli/sets/open_source_images/final_images/resized_white/yorkshireterrier_600x600.jpg,/content/drive/My Drive/CATegories/stimuli/sets/open_source_images/final_images/resized_white/labrador_600x600.jpg,0.717
/content/drive/My Drive/CATegories/stimuli/sets/open_source_images/final_images/resized_white/yorkshireterrier_600x600.jpg,/content/drive/My Drive/CATegories/stimuli/sets/open_source_images/final_images/resized_white/kookaburra_600x600.jpg,0.704
/content/drive/My Drive/CATegories/stimuli/sets/open_source_images/final_images/resized_white/yorkshireterrier_600x600.jpg,/content/drive/My Drive/CATegories/stimuli/sets/open_source_images/final_images/resized_white/koi_600x600.jpg,0.78
/content/drive/My Drive/CATegories/stimuli/sets/open_source_images/final_images/resized_white/yorkshireterrier_600x600.jpg,/content/drive/My Drive/CATegories/stimuli/sets/open_source_images/final_images/resized_white/cornishrex_600x600.jpg,0.69
/content/drive/My Drive/CATegories/stimuli/sets/open_source_images/final_images/resized_white/yorkshireterrier_600x600.jpg,/content/drive/My Drive/CATegories/stimuli/sets/open_source_images/final_images/resized_white/kingfisher_600x600.jpg,0.757
/content/drive/My Drive/CATegories/stimuli/sets/open_source_images/final_images/resized_white/yorkshireterrier_600x600.jpg,/content/drive/My Drive/CATegories/stimuli/sets/open_source_images/final_images/resized_white/goldenretriever_600x600.jpg,0.573
/content/drive/My Drive/CATegories/stimuli/sets/open_source_images/final_images/resized_white/yorkshireterrier_600x600.jpg,/content/drive/My Drive/CATegories/stimuli/sets/open_source_images/final_images/resized_white/goldfinch_600x600.jpg,0.81
/content/drive/My Drive/CATegories/stimuli/sets/open_source_images/final_images/resized_white/yorkshireterrier_600x600.jpg,/content/drive/My Drive/CATegories/stimuli/sets/open_source_images/final_images/resized_white/germanshepherd_600x600.jpg,0.552
/content/drive/My Drive/CATegories/stimuli/sets/open_source_images/final_images/resized_white/yorkshireterrier_600x600.jpg,/content/drive/My Drive/CATegories/stimuli/sets/open_source_images/final_images/resized_white/falcon_600x600.jpg,0.743
/content/drive/My Drive/CATegories/stimuli/sets/open_source_images/final_images/resized_white/yorkshireterrier_600x600.jpg,/content/drive/My Drive/CATegories/stimuli/sets/open_source_images/final_images/resized_white/foxhound_600x600.jpg,0.717
/content/drive/My Drive/CATegories/stimuli/sets/open_source_images/final_images/resized_white/yorkshireterrier_600x600.jpg,/content/drive/My Drive/CATegories/stimuli/sets/open_source_images/final_images/resized_white/chihuahua_600x600.jpg,0.53
/content/drive/My Drive/CATegories/stimuli/sets/open_source_images/final_images/resized_white/yorkshireterrier_600x600.jpg,/content/drive/My Drive/CATegories/stimuli/sets/open_source_images/final_images/resized_white/exotic_600x600.jpg,0.67
/content/drive/My Drive/CATegories/stimuli/sets/open_source_images/final_images/resized_white/yorkshireterrier_600x600.jpg,/content/drive/My Drive/CATegories/stimuli/sets/open_source_images/final_images/resized_white/egyptianmau_600x600.jpg,0.598
/content/drive/My Drive/CATegories/stimuli/sets/open_source_images/final_images/resized_white/yorkshireterrier_600x600.jpg,/content/drive/My Drive/CATegories/stimuli/sets/open_source_images/final_images/resized_white/chartreux_600x600.jpg,0.653
/content/drive/My Drive/CATegories/stimuli/sets/open_source_images/final_images/resized_white/yorkshireterrier_600x600.jpg,/content/drive/My Drive/CATegories/stimuli/sets/open_source_images/final_images/resized_white/dalmatian_600x600.jpg,0.709
/content/drive/My Drive/CATegories/stimuli/sets/open_source_images/final_images/resized_white/yorkshireterrier_600x600.jpg,/content/drive/My Drive/CATegories/stimuli/sets/open_source_images/final_images/resized_white/cuttlefish_600x600.jpg,0.717
/content/drive/My Drive/CATegories/stimuli/sets/open_source_images/final_images/resized_white/yorkshireterrier_600x600.jpg,/content/drive/My Drive/CATegories/stimuli/sets/open_source_images/final_images/resized_white/clownfish_600x600.jpg,0.782
/content/drive/My Drive/CATegories/stimuli/sets/open_source_images/final_images/resized_white/yorkshireterrier_600x600.jpg,/content/drive/My Drive/CATegories/stimuli/sets/open_source_images/final_images/resized_white/cedarwaxwing_600x600.jpg,0.76
/content/drive/My Drive/CATegories/stimuli/sets/open_source_images/final_images/resized_white/yorkshireterrier_600x600.jpg,/content/drive/My Drive/CATegories/stimuli/sets/open_source_images/final_images/resized_white/catfish_600x600.jpg,0.818
/content/drive/My Drive/CATegories/stimuli/sets/open_source_images/final_images/resized_white/yorkshireterrier_600x600.jpg,/content/drive/My Drive/CATegories/stimuli/sets/open_source_images/final_images/resized_white/cardinal_600x600.jpg,0.777
/content/drive/My Drive/CATegories/stimuli/sets/open_source_images/final_images/resized_white/yorkshireterrier_600x600.jpg,/content/drive/My Drive/CATegories/stimuli/sets/open_source_images/final_images/resized_white/burmese_600x600.jpg,0.639
/content/drive/My Drive/CATegories/stimuli/sets/open_source_images/final_images/resized_white/yorkshireterrier_600x600.jpg,/content/drive/My Drive/CATegories/stimuli/sets/open_source_images/final_images/resized_white/bluetang_600x600.jpg,0.832
/content/drive/My Drive/CATegories/stimuli/sets/open_source_images/final_images/resized_white/yorkshireterrier_600x600.jpg,/content/drive/My Drive/CATegories/stimuli/sets/open_source_images/final_images/resized_white/britishshorthair_600x600.jpg,0.688
/content/drive/My Drive/CATegories/stimuli/sets/open_source_images/final_images/resized_white/yorkshireterrier_600x600.jpg,/content/drive/My Drive/CATegories/stimuli/sets/open_source_images/final_images/resized_white/bluegill_600x600.jpg,0.805
/content/drive/My Drive/CATegories/stimuli/sets/open_source_images/final_images/resized_white/yorkshireterrier_600x600.jpg,/content/drive/My Drive/CATegories/stimuli/sets/open_source_images/final_images/resized_white/bluejay_600x600.jpg,0.804
/content/drive/My Drive/CATegories/stimuli/sets/open_source_images/final_images/resized_white/yorkshireterrier_600x600.jpg,/content/drive/My Drive/CATegories/stimuli/sets/open_source_images/final_images/resized_white/beagle_600x600.jpg,0.602
/content/drive/My Drive/CATegories/stimuli/sets/open_source_images/final_images/resized_white/yorkshireterrier_600x600.jpg,/content/drive/My Drive/CATegories/stimuli/sets/open_source_images/final_images/resized_white/bengal_600x600.jpg,0.52
/content/drive/My Drive/CATegories/stimuli/sets/open_source_images/final_images/resized_white/yorkshireterrier_600x600.jpg,/content/drive/My Drive/CATegories/stimuli/sets/open_source_images/final_images/resized_white/betafish_600x600.jpg,0.755
/content/drive/My Drive/CATegories/stimuli/sets/open_source_images/final_images/resized_white/yorkshireterrier_600x600.jpg,/content/drive/My Drive/CATegories/stimuli/sets/open_source_images/final_images/resized_white/bassethound_600x600.jpg,0.613
/content/drive/My Drive/CATegories/stimuli/sets/open_source_images/final_images/resized_white/yorkshireterrier_600x600.jpg,/content/drive/My Drive/CATegories/stimuli/sets/open_source_images/final_images/resized_white/bass_600x600.jpg,0.749
/content/drive/My Drive/CATegories/stimuli/sets/open_source_images/final_images/resized_white/yorkshireterrier_600x600.jpg,/content/drive/My Drive/CATegories/stimuli/sets/open_source_images/final_images/resized_white/arabianmau_600x600.jpg,0.649
/content/drive/My Drive/CATegories/stimuli/sets/open_source_images/final_images/resized_white/yorkshireterrier_600x600.jpg,/content/drive/My Drive/CATegories/stimuli/sets/open_source_images/final_images/resized_white/angelfish_600x600.jpg,0.837
/content/drive/My Drive/CATegories/stimuli/sets/open_source_images/final_images/resized_white/yorkshireterrier_600x600.jpg,/content/drive/My Drive/CATegories/stimuli/sets/open_source_images/final_images/resized_white/americancurl_600x600.jpg,0.659
/content/drive/My Drive/CATegories/stimuli/sets/open_source_images/final_images/resized_white/yorkshireterrier_600x600.jpg,/content/drive/My Drive/CATegories/stimuli/sets/open_source_images/final_images/resized_white/afghanhound_600x600.jpg,0.579
/content/drive/My Drive/CATegories/stimuli/sets/open_source_images/final_images/resized_white/vulture_600x600.jpg,/content/drive/My Drive/CATegories/stimuli/sets/open_source_images/final_images/resized_white/yorkshireterrier_600x600.jpg,0.741
/content/drive/My Drive/CATegories/stimuli/sets/open_source_images/final_images/resized_white/vulture_600x600.jpg,/content/drive/My Drive/CATegories/stimuli/sets/open_source_images/final_images/resized_white/turkey_600x600.jpg,0.469
/content/drive/My Drive/CATegories/stimuli/sets/open_source_images/final_images/resized_white/vulture_600x600.jpg,/content/drive/My Drive/CATegories/stimuli/sets/open_source_images/final_images/resized_white/toucan_600x600.jpg,0.634
/content/drive/My Drive/CATegories/stimuli/sets/open_source_images/final_images/resized_white/vulture_600x600.jpg,/content/drive/My Drive/CATegories/stimuli/sets/open_source_images/final_images/resized_white/siberian_600x600.jpg,0.635
/content/drive/My Drive/CATegories/stimuli/sets/open_source_images/final_images/resized_white/vulture_600x600.jpg,/content/drive/My Drive/CATegories/stimuli/sets/open_source_images/final_images/resized_white/sturgeon_600x600.jpg,0.635
/content/drive/My Drive/CATegories/stimuli/sets/open_source_images/final_images/resized_white/vulture_600x600.jpg,/content/drive/My Drive/CATegories/stimuli/sets/open_source_images/final_images/resized_white/toyger_600x600.jpg,0.582
/content/drive/My Drive/CATegories/stimuli/sets/open_source_images/final_images/resized_white/vulture_600x600.jpg,/content/drive/My Drive/CATegories/stimuli/sets/open_source_images/final_images/resized_white/stingray_600x600.jpg,0.684
/content/drive/My Drive/CATegories/stimuli/sets/open_source_images/final_images/resized_white/vulture_600x600.jpg,/content/drive/My Drive/CATegories/stimuli/sets/open_source_images/final_images/resized_white/siamese_600x600.jpg,0.696
/content/drive/My Drive/CATegories/stimuli/sets/open_source_images/final_images/resized_white/vulture_600x600.jpg,/content/drive/My Drive/CATegories/stimuli/sets/open_source_images/final_images/resized_white/tabby_600x600.jpg,0.632
/content/drive/My Drive/CATegories/stimuli/sets/open_source_images/final_images/resized_white/vulture_600x600.jpg,/content/drive/My Drive/CATegories/stimuli/sets/open_source_images/final_images/resized_white/sparrow_600x600.jpg,0.567
/content/drive/My Drive/CATegories/stimuli/sets/open_source_images/final_images/resized_white/vulture_600x600.jpg,/content/drive/My Drive/CATegories/stimuli/sets/open_source_images/final_images/resized_white/sphynx_600x600.jpg,0.691
/content/drive/My Drive/CATegories/stimuli/sets/open_source_images/final_images/resized_white/vulture_600x600.jpg,/content/drive/My Drive/CATegories/stimuli/sets/open_source_images/final_images/resized_white/shorthair_calico_600x600.jpg,0.671
/content/drive/My Drive/CATegories/stimuli/sets/open_source_images/final_images/resized_white/vulture_600x600.jpg,/content/drive/My Drive/CATegories/stimuli/sets/open_source_images/final_images/resized_white/sheepdog_600x600.jpg,0.577
/content/drive/My Drive/CATegories/stimuli/sets/open_source_images/final_images/resized_white/vulture_600x600.jpg,/content/drive/My Drive/CATegories/stimuli/sets/open_source_images/final_images/resized_white/sergeantmajor_600x600.jpg,0.807
/content/drive/My Drive/CATegories/stimuli/sets/open_source_images/final_images/resized_white/vulture_600x600.jpg,/content/drive/My Drive/CATegories/stimuli/sets/open_source_images/final_images/resized_white/puffin_600x600.jpg,0.678
/content/drive/My Drive/CATegories/stimuli/sets/open_source_images/final_images/resized_white/vulture_600x600.jpg,/content/drive/My Drive/CATegories/stimuli/sets/open_source_images/final_images/resized_white/seahorse_600x600.jpg,0.726
/content/drive/My Drive/CATegories/stimuli/sets/open_source_images/final_images/resized_white/vulture_600x600.jpg,/content/drive/My Drive/CATegories/stimuli/sets/open_source_images/final_images/resized_white/sandcat_600x600.jpg,0.636
/content/drive/My Drive/CATegories/stimuli/sets/open_source_images/final_images/resized_white/vulture_600x600.jpg,/content/drive/My Drive/CATegories/stimuli/sets/open_source_images/final_images/resized_white/seagull_600x600.jpg,0.625
/content/drive/My Drive/CATegories/stimuli/sets/open_source_images/final_images/resized_white/vulture_600x600.jpg,/content/drive/My Drive/CATegories/stimuli/sets/open_source_images/final_images/resized_white/salmon_600x600.jpg,0.712
/content/drive/My Drive/CATegories/stimuli/sets/open_source_images/final_images/resized_white/vulture_600x600.jpg,/content/drive/My Drive/CATegories/stimuli/sets/open_source_images/final_images/resized_white/saintbernard_600x600.jpg,0.651
/content/drive/My Drive/CATegories/stimuli/sets/open_source_images/final_images/resized_white/vulture_600x600.jpg,/content/drive/My Drive/CATegories/stimuli/sets/open_source_images/final_images/resized_white/pufferfish_600x600.jpg,0.743
/content/drive/My Drive/CATegories/stimuli/sets/open_source_images/final_images/resized_white/vulture_600x600.jpg,/content/drive/My Drive/CATegories/stimuli/sets/open_source_images/final_images/resized_white/rottweiler_600x600.jpg,0.682
/content/drive/My Drive/CATegories/stimuli/sets/open_source_images/final_images/resized_white/vulture_600x600.jpg,/content/drive/My Drive/CATegories/stimuli/sets/open_source_images/final_images/resized_white/robin_600x600.jpg,0.625
/content/drive/My Drive/CATegories/stimuli/sets/open_source_images/final_images/resized_white/vulture_600x600.jpg,/content/drive/My Drive/CATegories/stimuli/sets/open_source_images/final_images/resized_white/pug_600x600.jpg,0.711
/content/drive/My Drive/CATegories/stimuli/sets/open_source_images/final_images/resized_white/vulture_600x600.jpg,/content/drive/My Drive/CATegories/stimuli/sets/open_source_images/final_images/resized_white/pigeon_600x600.jpg,0.507
/content/drive/My Drive/CATegories/stimuli/sets/open_source_images/final_images/resized_white/vulture_600x600.jpg,/content/drive/My Drive/CATegories/stimuli/sets/open_source_images/final_images/resized_white/pelican_600x600.jpg,0.617
/content/drive/My Drive/CATegories/stimuli/sets/open_source_images/final_images/resized_white/vulture_600x600.jpg,/content/drive/My Drive/CATegories/stimuli/sets/open_source_images/final_images/resized_white/husky_600x600.jpg,0.645
/content/drive/My Drive/CATegories/stimuli/sets/open_source_images/final_images/resized_white/vulture_600x600.jpg,/content/drive/My Drive/CATegories/stimuli/sets/open_source_images/final_images/resized_white/peacock_600x600.jpg,0.626
/content/drive/My Drive/CATegories/stimuli/sets/open_source_images/final_images/resized_white/vulture_600x600.jpg,/content/drive/My Drive/CATegories/stimuli/sets/open_source_images/final_images/resized_white/parrot_600x600.jpg,0.721
/content/drive/My Drive/CATegories/stimuli/sets/open_source_images/final_images/resized_white/vulture_600x600.jpg,/content/drive/My Drive/CATegories/stimuli/sets/open_source_images/final_images/resized_white/heron_600x600.jpg,0.664
/content/drive/My Drive/CATegories/stimuli/sets/open_source_images/final_images/resized_white/vulture_600x600.jpg,/content/drive/My Drive/CATegories/stimuli/sets/open_source_images/final_images/resized_white/owl_600x600.jpg,0.437
/content/drive/My Drive/CATegories/stimuli/sets/open_source_images/final_images/resized_white/vulture_600x600.jpg,/content/drive/My Drive/CATegories/stimuli/sets/open_source_images/final_images/resized_white/greyhound_600x600.jpg,0.721
/content/drive/My Drive/CATegories/stimuli/sets/open_source_images/final_images/resized_white/vulture_600x600.jpg,/content/drive/My Drive/CATegories/stimuli/sets/open_source_images/final_images/resized_white/oriental_600x600.jpg,0.586
/content/drive/My Drive/CATegories/stimuli/sets/open_source_images/final_images/resized_white/vulture_600x600.jpg,/content/drive/My Drive/CATegories/stimuli/sets/open_source_images/final_images/resized_white/lionfish_600x600.jpg,0.57
/content/drive/My Drive/CATegories/stimuli/sets/open_source_images/final_images/resized_white/vulture_600x600.jpg,/content/drive/My Drive/CATegories/stimuli/sets/open_source_images/final_images/resized_white/goldfish_600x600.jpg,0.803
/content/drive/My Drive/CATegories/stimuli/sets/open_source_images/final_images/resized_white/vulture_600x600.jpg,/content/drive/My Drive/CATegories/stimuli/sets/open_source_images/final_images/resized_white/labrador_600x600.jpg,0.628
/content/drive/My Drive/CATegories/stimuli/sets/open_source_images/final_images/resized_white/vulture_600x600.jpg,/content/drive/My Drive/CATegories/stimuli/sets/open_source_images/final_images/resized_white/kookaburra_600x600.jpg,0.548
/content/drive/My Drive/CATegories/stimuli/sets/open_source_images/final_images/resized_white/vulture_600x600.jpg,/content/drive/My Drive/CATegories/stimuli/sets/open_source_images/final_images/resized_white/koi_600x600.jpg,0.712
/content/drive/My Drive/CATegories/stimuli/sets/open_source_images/final_images/resized_white/vulture_600x600.jpg,/content/drive/My Drive/CATegories/stimuli/sets/open_source_images/final_images/resized_white/cornishrex_600x600.jpg,0.505
/content/drive/My Drive/CATegories/stimuli/sets/open_source_images/final_images/resized_white/vulture_600x600.jpg,/content/drive/My Drive/CATegories/stimuli/sets/open_source_images/final_images/resized_white/kingfisher_600x600.jpg,0.549
/content/drive/My Drive/CATegories/stimuli/sets/open_source_images/final_images/resized_white/vulture_600x600.jpg,/content/drive/My Drive/CATegories/stimuli/sets/open_source_images/final_images/resized_white/goldenretriever_600x600.jpg,0.673
/content/drive/My Drive/CATegories/stimuli/sets/open_source_images/final_images/resized_white/vulture_600x600.jpg,/content/drive/My Drive/CATegories/stimuli/sets/open_source_images/final_images/resized_white/goldfinch_600x600.jpg,0.65
/content/drive/My Drive/CATegories/stimuli/sets/open_source_images/final_images/resized_white/vulture_600x600.jpg,/content/drive/My Drive/CATegories/stimuli/sets/open_source_images/final_images/resized_white/germanshepherd_600x600.jpg,0.668
/content/drive/My Drive/CATegories/stimuli/sets/open_source_images/final_images/resized_white/vulture_600x600.jpg,/content/drive/My Drive/CATegories/stimuli/sets/open_source_images/final_images/resized_white/falcon_600x600.jpg,0.325
/content/drive/My Drive/CATegories/stimuli/sets/open_source_images/final_images/resized_white/vulture_600x600.jpg,/content/drive/My Drive/CATegories/stimuli/sets/open_source_images/final_images/resized_white/foxhound_600x600.jpg,0.693
/content/drive/My Drive/CATegories/stimuli/sets/open_source_images/final_images/resized_white/vulture_600x600.jpg,/content/drive/My Drive/CATegories/stimuli/sets/open_source_images/final_images/resized_white/chihuahua_600x600.jpg,0.67
/content/drive/My Drive/CATegories/stimuli/sets/open_source_images/final_images/resized_white/vulture_600x600.jpg,/content/drive/My Drive/CATegories/stimuli/sets/open_source_images/final_images/resized_white/exotic_600x600.jpg,0.562
/content/drive/My Drive/CATegories/stimuli/sets/open_source_images/final_images/resized_white/vulture_600x600.jpg,/content/drive/My Drive/CATegories/stimuli/sets/open_source_images/final_images/resized_white/egyptianmau_600x600.jpg,0.588
/content/drive/My Drive/CATegories/stimuli/sets/open_source_images/final_images/resized_white/vulture_600x600.jpg,/content/drive/My Drive/CATegories/stimuli/sets/open_source_images/final_images/resized_white/chartreux_600x600.jpg,0.748
/content/drive/My Drive/CATegories/stimuli/sets/open_source_images/final_images/resized_white/vulture_600x600.jpg,/content/drive/My Drive/CATegories/stimuli/sets/open_source_images/final_images/resized_white/dalmatian_600x600.jpg,0.632
/content/drive/My Drive/CATegories/stimuli/sets/open_source_images/final_images/resized_white/vulture_600x600.jpg,/content/drive/My Drive/CATegories/stimuli/sets/open_source_images/final_images/resized_white/cuttlefish_600x600.jpg,0.549
/content/drive/My Drive/CATegories/stimuli/sets/open_source_images/final_images/resized_white/vulture_600x600.jpg,/content/drive/My Drive/CATegories/stimuli/sets/open_source_images/final_images/resized_white/clownfish_600x600.jpg,0.874
/content/drive/My Drive/CATegories/stimuli/sets/open_source_images/final_images/resized_white/vulture_600x600.jpg,/content/drive/My Drive/CATegories/stimuli/sets/open_source_images/final_images/resized_white/cedarwaxwing_600x600.jpg,0.582
/content/drive/My Drive/CATegories/stimuli/sets/open_source_images/final_images/resized_white/vulture_600x600.jpg,/content/drive/My Drive/CATegories/stimuli/sets/open_source_images/final_images/resized_white/catfish_600x600.jpg,0.656
/content/drive/My Drive/CATegories/stimuli/sets/open_source_images/final_images/resized_white/vulture_600x600.jpg,/content/drive/My Drive/CATegories/stimuli/sets/open_source_images/final_images/resized_white/cardinal_600x600.jpg,0.697
/content/drive/My Drive/CATegories/stimuli/sets/open_source_images/final_images/resized_white/vulture_600x600.jpg,/content/drive/My Drive/CATegories/stimuli/sets/open_source_images/final_images/resized_white/burmese_600x600.jpg,0.635
/content/drive/My Drive/CATegories/stimuli/sets/open_source_images/final_images/resized_white/vulture_600x600.jpg,/content/drive/My Drive/CATegories/stimuli/sets/open_source_images/final_images/resized_white/bluetang_600x600.jpg,0.815
/content/drive/My Drive/CATegories/stimuli/sets/open_source_images/final_images/resized_white/vulture_600x600.jpg,/content/drive/My Drive/CATegories/stimuli/sets/open_source_images/final_images/resized_white/britishshorthair_600x600.jpg,0.722
